float_val,fixed_val,float_div,fixed_div,scaled_float,fixed_err
0.737946,24181,1.016335,32767,33303,536.269531
0.737976,24182,1.016293,32767,33302,534.894531
0.738007,24183,1.016251,32767,33301,533.515625
0.738037,24184,1.016209,32767,33299,532.136719
0.738068,24185,1.016167,32767,33298,530.761719
0.738098,24186,1.016125,32767,33296,529.386719
0.738129,24187,1.016083,32767,33295,528.007813
0.738159,24188,1.016041,32767,33294,526.632813
0.738190,24189,1.015999,32767,33292,525.253906
0.738220,24190,1.015957,32767,33291,523.878906
0.738251,24191,1.015915,32767,33290,522.503906
0.738281,24192,1.015873,32767,33288,521.128906
0.738312,24193,1.015831,32767,33287,519.750000
0.738342,24194,1.015789,32767,33285,518.375000
0.738373,24195,1.015747,32767,33284,517.000000
0.738403,24196,1.015705,32767,33283,515.625000
0.738434,24197,1.015663,32767,33281,514.250000
0.738464,24198,1.015621,32767,33280,512.875000
0.738495,24199,1.015579,32767,33278,511.496094
0.738525,24200,1.015537,32767,33277,510.121094
0.738556,24201,1.015495,32767,33276,508.746094
0.738586,24202,1.015453,32767,33274,507.371094
0.738617,24203,1.015411,32767,33273,505.996094
0.738647,24204,1.015369,32767,33272,504.625000
0.738678,24205,1.015327,32767,33270,503.250000
0.738708,24206,1.015285,32767,33269,501.875000
0.738739,24207,1.015244,32767,33268,500.500000
0.738770,24208,1.015202,32767,33266,499.125000
0.738800,24209,1.015160,32767,33265,497.750000
0.738831,24210,1.015118,32767,33263,496.378906
0.738861,24211,1.015076,32767,33262,495.003906
0.738892,24212,1.015034,32767,33261,493.628906
0.738922,24213,1.014992,32767,33259,492.257813
0.738953,24214,1.014950,32767,33258,490.882813
0.738983,24215,1.014908,32767,33257,489.507813
0.739014,24216,1.014866,32767,33255,488.136719
0.739044,24217,1.014824,32767,33254,486.761719
0.739075,24218,1.014782,32767,33252,485.390625
0.739105,24219,1.014740,32767,33251,484.015625
0.739136,24220,1.014699,32767,33250,482.644531
0.739166,24221,1.014657,32767,33248,481.269531
0.739197,24222,1.014615,32767,33247,479.898438
0.739227,24223,1.014573,32767,33246,478.527344
0.739258,24224,1.014531,32767,33244,477.152344
0.739288,24225,1.014489,32767,33243,475.781250
0.739319,24226,1.014447,32767,33241,474.410156
0.739349,24227,1.014405,32767,33240,473.035156
0.739380,24228,1.014364,32767,33239,471.664063
0.739410,24229,1.014322,32767,33237,470.292969
0.739441,24230,1.014280,32767,33236,468.921875
0.739471,24231,1.014238,32767,33235,467.550781
0.739502,24232,1.014196,32767,33233,466.179688
0.739532,24233,1.014154,32767,33232,464.804688
0.739563,24234,1.014112,32767,33230,463.433594
0.739594,24235,1.014071,32767,33229,462.062500
0.739624,24236,1.014029,32767,33228,460.691406
0.739655,24237,1.013987,32767,33226,459.320313
0.739685,24238,1.013945,32767,33225,457.953125
0.739716,24239,1.013903,32767,33224,456.582031
0.739746,24240,1.013861,32767,33222,455.210938
0.739777,24241,1.013820,32767,33221,453.839844
0.739807,24242,1.013778,32767,33219,452.468750
0.739838,24243,1.013736,32767,33218,451.097656
0.739868,24244,1.013694,32767,33217,449.730469
0.739899,24245,1.013652,32767,33215,448.359375
0.739929,24246,1.013610,32767,33214,446.988281
0.739960,24247,1.013569,32767,33213,445.617188
0.739990,24248,1.013527,32767,33211,444.250000
0.740021,24249,1.013485,32767,33210,442.878906
0.740051,24250,1.013443,32767,33209,441.511719
0.740082,24251,1.013402,32767,33207,440.140625
0.740112,24252,1.013360,32767,33206,438.769531
0.740143,24253,1.013318,32767,33204,437.402344
0.740173,24254,1.013276,32767,33203,436.035156
0.740204,24255,1.013234,32767,33202,434.664063
0.740234,24256,1.013193,32767,33200,433.296875
0.740265,24257,1.013151,32767,33199,431.925781
0.740295,24258,1.013109,32767,33198,430.558594
0.740326,24259,1.013067,32767,33196,429.191406
0.740356,24260,1.013026,32767,33195,427.820313
0.740387,24261,1.012984,32767,33193,426.453125
0.740417,24262,1.012942,32767,33192,425.085938
0.740448,24263,1.012900,32767,33191,423.718750
0.740479,24264,1.012859,32767,33189,422.347656
0.740509,24265,1.012817,32767,33188,420.980469
0.740540,24266,1.012775,32767,33187,419.613281
0.740570,24267,1.012733,32767,33185,418.246094
0.740601,24268,1.012692,32767,33184,416.878906
0.740631,24269,1.012650,32767,33183,415.511719
0.740662,24270,1.012608,32767,33181,414.144531
0.740692,24271,1.012566,32767,33180,412.777344
0.740723,24272,1.012525,32767,33178,411.410156
0.740753,24273,1.012483,32767,33177,410.042969
0.740784,24274,1.012441,32767,33176,408.675781
0.740814,24275,1.012400,32767,33174,407.308594
0.740845,24276,1.012358,32767,33173,405.941406
0.740875,24277,1.012316,32767,33172,404.578125
0.740906,24278,1.012275,32767,33170,403.210938
0.740936,24279,1.012233,32767,33169,401.843750
0.740967,24280,1.012191,32767,33167,400.476563
0.740997,24281,1.012149,32767,33166,399.113281
0.741028,24282,1.012108,32767,33165,397.746094
0.741058,24283,1.012066,32767,33163,396.378906
0.741089,24284,1.012024,32767,33162,395.015625
0.741119,24285,1.011983,32767,33161,393.648438
0.741150,24286,1.011941,32767,33159,392.285156
0.741180,24287,1.011899,32767,33158,390.917969
0.741211,24288,1.011858,32767,33157,389.554688
0.741241,24289,1.011816,32767,33155,388.187500
0.741272,24290,1.011774,32767,33154,386.824219
0.741302,24291,1.011733,32767,33152,385.457031
0.741333,24292,1.011691,32767,33151,384.093750
0.741364,24293,1.011649,32767,33150,382.730469
0.741394,24294,1.011608,32767,33148,381.363281
0.741425,24295,1.011566,32767,33147,380.000000
0.741455,24296,1.011525,32767,33146,378.636719
0.741486,24297,1.011483,32767,33144,377.273438
0.741516,24298,1.011441,32767,33143,375.906250
0.741547,24299,1.011400,32767,33142,374.542969
0.741577,24300,1.011358,32767,33140,373.179688
0.741608,24301,1.011316,32767,33139,371.816406
0.741638,24302,1.011275,32767,33137,370.453125
0.741669,24303,1.011233,32767,33136,369.089844
0.741699,24304,1.011192,32767,33135,367.726563
0.741730,24305,1.011150,32767,33133,366.363281
0.741760,24306,1.011108,32767,33132,365.000000
0.741791,24307,1.011067,32767,33131,363.636719
0.741821,24308,1.011025,32767,33129,362.273438
0.741852,24309,1.010984,32767,33128,360.910156
0.741882,24310,1.010942,32767,33127,359.546875
0.741913,24311,1.010900,32767,33125,358.183594
0.741943,24312,1.010859,32767,33124,356.824219
0.741974,24313,1.010817,32767,33122,355.460938
0.742004,24314,1.010776,32767,33121,354.097656
0.742035,24315,1.010734,32767,33120,352.734375
0.742065,24316,1.010693,32767,33118,351.375000
0.742096,24317,1.010651,32767,33117,350.011719
0.742126,24318,1.010609,32767,33116,348.648438
0.742157,24319,1.010568,32767,33114,347.289063
0.742188,24320,1.010526,32767,33113,345.925781
0.742218,24321,1.010485,32767,33112,344.566406
0.742249,24322,1.010443,32767,33110,343.203125
0.742279,24323,1.010402,32767,33109,341.843750
0.742310,24324,1.010360,32767,33107,340.480469
0.742340,24325,1.010319,32767,33106,339.121094
0.742371,24326,1.010277,32767,33105,337.757813
0.742401,24327,1.010236,32767,33103,336.398438
0.742432,24328,1.010194,32767,33102,335.039063
0.742462,24329,1.010152,32767,33101,333.675781
0.742493,24330,1.010111,32767,33099,332.316406
0.742523,24331,1.010069,32767,33098,330.957031
0.742554,24332,1.010028,32767,33097,329.597656
0.742584,24333,1.009986,32767,33095,328.234375
0.742615,24334,1.009945,32767,33094,326.875000
0.742645,24335,1.009903,32767,33093,325.515625
0.742676,24336,1.009862,32767,33091,324.156250
0.742706,24337,1.009820,32767,33090,322.796875
0.742737,24338,1.009779,32767,33088,321.437500
0.742767,24339,1.009737,32767,33087,320.078125
0.742798,24340,1.009696,32767,33086,318.718750
0.742828,24341,1.009655,32767,33084,317.359375
0.742859,24342,1.009613,32767,33083,316.000000
0.742889,24343,1.009572,32767,33082,314.640625
0.742920,24344,1.009530,32767,33080,313.281250
0.742950,24345,1.009489,32767,33079,311.921875
0.742981,24346,1.009447,32767,33078,310.562500
0.743011,24347,1.009406,32767,33076,309.207031
0.743042,24348,1.009364,32767,33075,307.847656
0.743073,24349,1.009323,32767,33073,306.488281
0.743103,24350,1.009281,32767,33072,305.128906
0.743134,24351,1.009240,32767,33071,303.773438
0.743164,24352,1.009198,32767,33069,302.414063
0.743195,24353,1.009157,32767,33068,301.054688
0.743225,24354,1.009116,32767,33067,299.699219
0.743256,24355,1.009074,32767,33065,298.339844
0.743286,24356,1.009033,32767,33064,296.984375
0.743317,24357,1.008991,32767,33063,295.625000
0.743347,24358,1.008950,32767,33061,294.269531
0.743378,24359,1.008908,32767,33060,292.910156
0.743408,24360,1.008867,32767,33059,291.554688
0.743439,24361,1.008826,32767,33057,290.195313
0.743469,24362,1.008784,32767,33056,288.839844
0.743500,24363,1.008743,32767,33054,287.484375
0.743530,24364,1.008701,32767,33053,286.125000
0.743561,24365,1.008660,32767,33052,284.769531
0.743591,24366,1.008619,32767,33050,283.414063
0.743622,24367,1.008577,32767,33049,282.058594
0.743652,24368,1.008536,32767,33048,280.699219
0.743683,24369,1.008494,32767,33046,279.343750
0.743713,24370,1.008453,32767,33045,277.988281
0.743744,24371,1.008412,32767,33044,276.632813
0.743774,24372,1.008370,32767,33042,275.277344
0.743805,24373,1.008329,32767,33041,273.921875
0.743835,24374,1.008288,32767,33040,272.566406
0.743866,24375,1.008246,32767,33038,271.210938
0.743896,24376,1.008205,32767,33037,269.855469
0.743927,24377,1.008163,32767,33036,268.500000
0.743958,24378,1.008122,32767,33034,267.144531
0.743988,24379,1.008081,32767,33033,265.789063
0.744019,24380,1.008039,32767,33031,264.433594
0.744049,24381,1.007998,32767,33030,263.078125
0.744080,24382,1.007957,32767,33029,261.726563
0.744110,24383,1.007915,32767,33027,260.371094
0.744141,24384,1.007874,32767,33026,259.015625
0.744171,24385,1.007833,32767,33025,257.660156
0.744202,24386,1.007791,32767,33023,256.308594
0.744232,24387,1.007750,32767,33022,254.953125
0.744263,24388,1.007709,32767,33021,253.597656
0.744293,24389,1.007667,32767,33019,252.246094
0.744324,24390,1.007626,32767,33018,250.890625
0.744354,24391,1.007585,32767,33017,249.539063
0.744385,24392,1.007543,32767,33015,248.183594
0.744415,24393,1.007502,32767,33014,246.832031
0.744446,24394,1.007461,32767,33012,245.476563
0.744476,24395,1.007420,32767,33011,244.125000
0.744507,24396,1.007378,32767,33010,242.769531
0.744537,24397,1.007337,32767,33008,241.417969
0.744568,24398,1.007296,32767,33007,240.066406
0.744598,24399,1.007254,32767,33006,238.710938
0.744629,24400,1.007213,32767,33004,237.359375
0.744659,24401,1.007172,32767,33003,236.007813
0.744690,24402,1.007131,32767,33002,234.652344
0.744720,24403,1.007089,32767,33000,233.300781
0.744751,24404,1.007048,32767,32999,231.949219
0.744781,24405,1.007007,32767,32998,230.597656
0.744812,24406,1.006966,32767,32996,229.246094
0.744843,24407,1.006924,32767,32995,227.894531
0.744873,24408,1.006883,32767,32994,226.542969
0.744904,24409,1.006842,32767,32992,225.191406
0.744934,24410,1.006801,32767,32991,223.839844
0.744965,24411,1.006759,32767,32989,222.488281
0.744995,24412,1.006718,32767,32988,221.136719
0.745026,24413,1.006677,32767,32987,219.785156
0.745056,24414,1.006636,32767,32985,218.433594
0.745087,24415,1.006594,32767,32984,217.082031
0.745117,24416,1.006553,32767,32983,215.730469
0.745148,24417,1.006512,32767,32981,214.378906
0.745178,24418,1.006471,32767,32980,213.031250
0.745209,24419,1.006429,32767,32979,211.679688
0.745239,24420,1.006388,32767,32977,210.328125
0.745270,24421,1.006347,32767,32976,208.976563
0.745300,24422,1.006306,32767,32975,207.628906
0.745331,24423,1.006265,32767,32973,206.277344
0.745361,24424,1.006223,32767,32972,204.929688
0.745392,24425,1.006182,32767,32971,203.578125
0.745422,24426,1.006141,32767,32969,202.226563
0.745453,24427,1.006100,32767,32968,200.878906
0.745483,24428,1.006059,32767,32967,199.527344
0.745514,24429,1.006017,32767,32965,198.179688
0.745544,24430,1.005976,32767,32964,196.828125
0.745575,24431,1.005935,32767,32962,195.480469
0.745605,24432,1.005894,32767,32961,194.132813
0.745636,24433,1.005853,32767,32960,192.781250
0.745667,24434,1.005812,32767,32958,191.433594
0.745697,24435,1.005770,32767,32957,190.085938
0.745728,24436,1.005729,32767,32956,188.734375
0.745758,24437,1.005688,32767,32954,187.386719
0.745789,24438,1.005647,32767,32953,186.039063
0.745819,24439,1.005606,32767,32952,184.691406
0.745850,24440,1.005565,32767,32950,183.343750
0.745880,24441,1.005524,32767,32949,181.996094
0.745911,24442,1.005482,32767,32948,180.644531
0.745941,24443,1.005441,32767,32946,179.296875
0.745972,24444,1.005400,32767,32945,177.949219
0.746002,24445,1.005359,32767,32944,176.601563
0.746033,24446,1.005318,32767,32942,175.253906
0.746063,24447,1.005277,32767,32941,173.906250
0.746094,24448,1.005236,32767,32940,172.558594
0.746124,24449,1.005195,32767,32938,171.214844
0.746155,24450,1.005153,32767,32937,169.867188
0.746185,24451,1.005112,32767,32936,168.519531
0.746216,24452,1.005071,32767,32934,167.171875
0.746246,24453,1.005030,32767,32933,165.824219
0.746277,24454,1.004989,32767,32931,164.476563
0.746307,24455,1.004948,32767,32930,163.132813
0.746338,24456,1.004907,32767,32929,161.785156
0.746368,24457,1.004866,32767,32927,160.437500
0.746399,24458,1.004825,32767,32926,159.093750
0.746429,24459,1.004784,32767,32925,157.746094
0.746460,24460,1.004742,32767,32923,156.398438
0.746490,24461,1.004701,32767,32922,155.054688
0.746521,24462,1.004660,32767,32921,153.707031
0.746552,24463,1.004619,32767,32919,152.363281
0.746582,24464,1.004578,32767,32918,151.015625
0.746613,24465,1.004537,32767,32917,149.671875
0.746643,24466,1.004496,32767,32915,148.324219
0.746674,24467,1.004455,32767,32914,146.980469
0.746704,24468,1.004414,32767,32913,145.636719
0.746735,24469,1.004373,32767,32911,144.289063
0.746765,24470,1.004332,32767,32910,142.945313
0.746796,24471,1.004291,32767,32909,141.601563
0.746826,24472,1.004250,32767,32907,140.257813
0.746857,24473,1.004209,32767,32906,138.910156
0.746887,24474,1.004168,32767,32905,137.566406
0.746918,24475,1.004127,32767,32903,136.222656
0.746948,24476,1.004086,32767,32902,134.878906
0.746979,24477,1.004045,32767,32901,133.535156
0.747009,24478,1.004004,32767,32899,132.191406
0.747040,24479,1.003963,32767,32898,130.847656
0.747070,24480,1.003922,32767,32897,129.503906
0.747101,24481,1.003881,32767,32895,128.160156
0.747131,24482,1.003840,32767,32894,126.816406
0.747162,24483,1.003799,32767,32892,125.472656
0.747192,24484,1.003758,32767,32891,124.128906
0.747223,24485,1.003717,32767,32890,122.785156
0.747253,24486,1.003676,32767,32888,121.441406
0.747284,24487,1.003635,32767,32887,120.097656
0.747314,24488,1.003594,32767,32886,118.753906
0.747345,24489,1.003553,32767,32884,117.410156
0.747375,24490,1.003512,32767,32883,116.070313
0.747406,24491,1.003471,32767,32882,114.726563
0.747437,24492,1.003430,32767,32880,113.382813
0.747467,24493,1.003389,32767,32879,112.042969
0.747498,24494,1.003348,32767,32878,110.699219
0.747528,24495,1.003307,32767,32876,109.355469
0.747559,24496,1.003266,32767,32875,108.015625
0.747589,24497,1.003225,32767,32874,106.671875
0.747620,24498,1.003184,32767,32872,105.332031
0.747650,24499,1.003143,32767,32871,103.988281
0.747681,24500,1.003102,32767,32870,102.648438
0.747711,24501,1.003061,32767,32868,101.304688
0.747742,24502,1.003020,32767,32867,99.964844
0.747772,24503,1.002979,32767,32866,98.625000
0.747803,24504,1.002938,32767,32864,97.281250
0.747833,24505,1.002897,32767,32863,95.941406
0.747864,24506,1.002856,32767,32862,94.601563
0.747894,24507,1.002815,32767,32860,93.257813
0.747925,24508,1.002775,32767,32859,91.917969
0.747955,24509,1.002734,32767,32858,90.578125
0.747986,24510,1.002693,32767,32856,89.238281
0.748016,24511,1.002652,32767,32855,87.898438
0.748047,24512,1.002611,32767,32854,86.554688
0.748077,24513,1.002570,32767,32852,85.214844
0.748108,24514,1.002529,32767,32851,83.875000
0.748138,24515,1.002488,32767,32850,82.535156
0.748169,24516,1.002447,32767,32848,81.195313
0.748199,24517,1.002406,32767,32847,79.855469
0.748230,24518,1.002366,32767,32846,78.515625
0.748260,24519,1.002325,32767,32844,77.175781
0.748291,24520,1.002284,32767,32843,75.835938
0.748322,24521,1.002243,32767,32841,74.496094
0.748352,24522,1.002202,32767,32840,73.160156
0.748383,24523,1.002161,32767,32839,71.820313
0.748413,24524,1.002120,32767,32837,70.480469
0.748444,24525,1.002079,32767,32836,69.140625
0.748474,24526,1.002039,32767,32835,67.800781
0.748505,24527,1.001998,32767,32833,66.464844
0.748535,24528,1.001957,32767,32832,65.125000
0.748566,24529,1.001916,32767,32831,63.785156
0.748596,24530,1.001875,32767,32829,62.449219
0.748627,24531,1.001834,32767,32828,61.109375
0.748657,24532,1.001794,32767,32827,59.773438
0.748688,24533,1.001753,32767,32825,58.433594
0.748718,24534,1.001712,32767,32824,57.097656
0.748749,24535,1.001671,32767,32823,55.757813
0.748779,24536,1.001630,32767,32821,54.421875
0.748810,24537,1.001589,32767,32820,53.082031
0.748840,24538,1.001549,32767,32819,51.746094
0.748871,24539,1.001508,32767,32817,50.406250
0.748901,24540,1.001467,32767,32816,49.070313
0.748932,24541,1.001426,32767,32815,47.734375
0.748962,24542,1.001385,32767,32813,46.394531
0.748993,24543,1.001345,32767,32812,45.058594
0.749023,24544,1.001304,32767,32811,43.722656
0.749054,24545,1.001263,32767,32809,42.386719
0.749084,24546,1.001222,32767,32808,41.050781
0.749115,24547,1.001181,32767,32807,39.710938
0.749146,24548,1.001141,32767,32805,38.375000
0.749176,24549,1.001100,32767,32804,37.039063
0.749207,24550,1.001059,32767,32803,35.703125
0.749237,24551,1.001018,32767,32801,34.367188
0.749268,24552,1.000978,32767,32800,33.031250
0.749298,24553,1.000937,32767,32799,31.695313
0.749329,24554,1.000896,32767,32797,30.359375
0.749359,24555,1.000855,32767,32796,29.023438
0.749390,24556,1.000814,32767,32795,27.687500
0.749420,24557,1.000774,32767,32793,26.351563
0.749451,24558,1.000733,32767,32792,25.019531
0.749481,24559,1.000692,32767,32791,23.683594
0.749512,24560,1.000651,32767,32789,22.347656
0.749542,24561,1.000611,32767,32788,21.011719
0.749573,24562,1.000570,32767,32787,19.675781
0.749603,24563,1.000529,32767,32785,18.343750
0.749634,24564,1.000489,32767,32784,17.007813
0.749664,24565,1.000448,32767,32783,15.671875
0.749695,24566,1.000407,32767,32781,14.339844
0.749725,24567,1.000366,32767,32780,13.003906
0.749756,24568,1.000326,32767,32779,11.671875
0.749786,24569,1.000285,32767,32777,10.335938
0.749817,24570,1.000244,32767,32776,9.003906
0.749847,24571,1.000203,32767,32775,7.667969
0.749878,24572,1.000163,32767,32773,6.335938
0.749908,24573,1.000122,32767,32772,5.000000
0.749939,24574,1.000081,32767,32771,3.667969
0.749969,24575,1.000041,32767,32769,2.332031
0.750000,24576,1.000000,32767,32768,1.000000
0.750031,24577,0.999959,32766,32767,0.666016
0.750061,24578,0.999919,32765,32765,0.333984
0.750092,24579,0.999878,32764,32764,0.000000
0.750122,24580,0.999837,32762,32763,0.667969
0.750153,24581,0.999797,32761,32761,0.333984
0.750183,24582,0.999756,32760,32760,0.001953
0.750214,24583,0.999715,32758,32759,0.669922
0.750244,24584,0.999675,32757,32757,0.335938
0.750275,24585,0.999634,32756,32756,0.003906
0.750305,24586,0.999593,32754,32755,0.671875
0.750336,24587,0.999553,32753,32753,0.339844
0.750366,24588,0.999512,32752,32752,0.007813
0.750397,24589,0.999471,32750,32751,0.675781
0.750427,24590,0.999431,32749,32749,0.343750
0.750458,24591,0.999390,32748,32748,0.011719
0.750488,24592,0.999349,32746,32747,0.679688
0.750519,24593,0.999309,32745,32745,0.349609
0.750549,24594,0.999268,32744,32744,0.017578
0.750580,24595,0.999227,32742,32743,0.685547
0.750610,24596,0.999187,32741,32741,0.355469
0.750641,24597,0.999146,32740,32740,0.023438
0.750671,24598,0.999106,32738,32739,0.693359
0.750702,24599,0.999065,32737,32737,0.361328
0.750732,24600,0.999024,32736,32736,0.031250
0.750763,24601,0.998984,32734,32735,0.701172
0.750793,24602,0.998943,32733,32733,0.369141
0.750824,24603,0.998903,32732,32732,0.039063
0.750854,24604,0.998862,32730,32731,0.708984
0.750885,24605,0.998821,32729,32729,0.378906
0.750916,24606,0.998781,32728,32728,0.048828
0.750946,24607,0.998740,32726,32727,0.718750
0.750977,24608,0.998700,32725,32725,0.388672
0.751007,24609,0.998659,32724,32724,0.058594
0.751038,24610,0.998618,32722,32723,0.728516
0.751068,24611,0.998578,32721,32721,0.400391
0.751099,24612,0.998537,32720,32720,0.070313
0.751129,24613,0.998497,32718,32719,0.740234
0.751160,24614,0.998456,32717,32717,0.412109
0.751190,24615,0.998416,32716,32716,0.082031
0.751221,24616,0.998375,32714,32715,0.753906
0.751251,24617,0.998334,32713,32713,0.423828
0.751282,24618,0.998294,32712,32712,0.095703
0.751312,24619,0.998253,32710,32711,0.767578
0.751343,24620,0.998213,32709,32709,0.437500
0.751373,24621,0.998172,32708,32708,0.109375
0.751404,24622,0.998132,32706,32707,0.781250
0.751434,24623,0.998091,32705,32705,0.453125
0.751465,24624,0.998051,32704,32704,0.125000
0.751495,24625,0.998010,32702,32703,0.796875
0.751526,24626,0.997970,32701,32701,0.468750
0.751556,24627,0.997929,32700,32700,0.140625
0.751587,24628,0.997889,32698,32699,0.812500
0.751617,24629,0.997848,32697,32697,0.486328
0.751648,24630,0.997808,32696,32696,0.158203
0.751678,24631,0.997767,32694,32695,0.830078
0.751709,24632,0.997727,32693,32694,0.503906
0.751740,24633,0.997686,32692,32692,0.175781
0.751770,24634,0.997646,32690,32691,0.849609
0.751801,24635,0.997605,32689,32690,0.521484
0.751831,24636,0.997565,32688,32688,0.195313
0.751862,24637,0.997524,32686,32687,0.867188
0.751892,24638,0.997484,32685,32686,0.541016
0.751923,24639,0.997443,32684,32684,0.214844
0.751953,24640,0.997403,32682,32683,0.888672
0.751984,24641,0.997362,32681,32682,0.562500
0.752014,24642,0.997322,32680,32680,0.236328
0.752045,24643,0.997281,32678,32679,0.910156
0.752075,24644,0.997241,32677,32678,0.583984
0.752106,24645,0.997200,32676,32676,0.257813
0.752136,24646,0.997160,32674,32675,0.931641
0.752167,24647,0.997119,32673,32674,0.605469
0.752197,24648,0.997079,32672,32672,0.281250
0.752228,24649,0.997038,32670,32671,0.955078
0.752258,24650,0.996998,32669,32670,0.628906
0.752289,24651,0.996958,32668,32668,0.304688
0.752319,24652,0.996917,32666,32667,0.978516
0.752350,24653,0.996877,32665,32666,0.654297
0.752380,24654,0.996836,32664,32664,0.328125
0.752411,24655,0.996796,32663,32663,0.003906
0.752441,24656,0.996755,32661,32662,0.679688
0.752472,24657,0.996715,32660,32660,0.355469
0.752502,24658,0.996674,32659,32659,0.029297
0.752533,24659,0.996634,32657,32658,0.705078
0.752563,24660,0.996594,32656,32656,0.380859
0.752594,24661,0.996553,32655,32655,0.056641
0.752625,24662,0.996513,32653,32654,0.732422
0.752655,24663,0.996472,32652,32652,0.410156
0.752686,24664,0.996432,32651,32651,0.085938
0.752716,24665,0.996392,32649,32650,0.761719
0.752747,24666,0.996351,32648,32648,0.437500
0.752777,24667,0.996311,32647,32647,0.115234
0.752808,24668,0.996270,32645,32646,0.791016
0.752838,24669,0.996230,32644,32644,0.466797
0.752869,24670,0.996190,32643,32643,0.144531
0.752899,24671,0.996149,32641,32642,0.820313
0.752930,24672,0.996109,32640,32640,0.498047
0.752960,24673,0.996069,32639,32639,0.175781
0.752991,24674,0.996028,32637,32638,0.851563
0.753021,24675,0.995988,32636,32637,0.529297
0.753052,24676,0.995947,32635,32635,0.207031
0.753082,24677,0.995907,32633,32634,0.884766
0.753113,24678,0.995867,32632,32633,0.562500
0.753143,24679,0.995826,32631,32631,0.240234
0.753174,24680,0.995786,32629,32630,0.917969
0.753204,24681,0.995746,32628,32629,0.595703
0.753235,24682,0.995705,32627,32627,0.273438
0.753265,24683,0.995665,32625,32626,0.951172
0.753296,24684,0.995625,32624,32625,0.630859
0.753326,24685,0.995584,32623,32623,0.308594
0.753357,24686,0.995544,32621,32622,0.986328
0.753387,24687,0.995504,32620,32621,0.666016
0.753418,24688,0.995463,32619,32619,0.343750
0.753448,24689,0.995423,32618,32618,0.023438
0.753479,24690,0.995383,32616,32617,0.701172
0.753510,24691,0.995342,32615,32615,0.380859
0.753540,24692,0.995302,32614,32614,0.060547
0.753571,24693,0.995262,32612,32613,0.738281
0.753601,24694,0.995221,32611,32611,0.417969
0.753632,24695,0.995181,32610,32610,0.097656
0.753662,24696,0.995141,32608,32609,0.777344
0.753693,24697,0.995101,32607,32607,0.457031
0.753723,24698,0.995060,32606,32606,0.136719
0.753754,24699,0.995020,32604,32605,0.816406
0.753784,24700,0.994980,32603,32603,0.496094
0.753815,24701,0.994939,32602,32602,0.175781
0.753845,24702,0.994899,32600,32601,0.857422
0.753876,24703,0.994859,32599,32600,0.537109
0.753906,24704,0.994819,32598,32598,0.216797
0.753937,24705,0.994778,32596,32597,0.898438
0.753967,24706,0.994738,32595,32596,0.578125
0.753998,24707,0.994698,32594,32594,0.259766
0.754028,24708,0.994658,32592,32593,0.939453
0.754059,24709,0.994617,32591,32592,0.621094
0.754089,24710,0.994577,32590,32590,0.302734
0.754120,24711,0.994537,32588,32589,0.982422
0.754150,24712,0.994497,32587,32588,0.664063
0.754181,24713,0.994456,32586,32586,0.345703
0.754211,24714,0.994416,32585,32585,0.027344
0.754242,24715,0.994376,32583,32584,0.708984
0.754272,24716,0.994336,32582,32582,0.390625
0.754303,24717,0.994295,32581,32581,0.072266
0.754333,24718,0.994255,32579,32580,0.753906
0.754364,24719,0.994215,32578,32578,0.435547
0.754395,24720,0.994175,32577,32577,0.119141
0.754425,24721,0.994135,32575,32576,0.800781
0.754456,24722,0.994094,32574,32574,0.482422
0.754486,24723,0.994054,32573,32573,0.166016
0.754517,24724,0.994014,32571,32572,0.847656
0.754547,24725,0.993974,32570,32571,0.531250
0.754578,24726,0.993933,32569,32569,0.212891
0.754608,24727,0.993893,32567,32568,0.896484
0.754639,24728,0.993853,32566,32567,0.578125
0.754669,24729,0.993813,32565,32565,0.261719
0.754700,24730,0.993773,32563,32564,0.945313
0.754730,24731,0.993733,32562,32563,0.628906
0.754761,24732,0.993692,32561,32561,0.312500
0.754791,24733,0.993652,32559,32560,0.996094
0.754822,24734,0.993612,32558,32559,0.679688
0.754852,24735,0.993572,32557,32557,0.363281
0.754883,24736,0.993532,32556,32556,0.046875
0.754913,24737,0.993492,32554,32555,0.730469
0.754944,24738,0.993451,32553,32553,0.414063
0.754974,24739,0.993411,32552,32552,0.097656
0.755005,24740,0.993371,32550,32551,0.783203
0.755035,24741,0.993331,32549,32549,0.466797
0.755066,24742,0.993291,32548,32548,0.152344
0.755096,24743,0.993251,32546,32547,0.835938
0.755127,24744,0.993210,32545,32546,0.521484
0.755157,24745,0.993170,32544,32544,0.205078
0.755188,24746,0.993130,32542,32543,0.890625
0.755219,24747,0.993090,32541,32542,0.576172
0.755249,24748,0.993050,32540,32540,0.259766
0.755280,24749,0.993010,32538,32539,0.945313
0.755310,24750,0.992970,32537,32538,0.630859
0.755341,24751,0.992930,32536,32536,0.316406
0.755371,24752,0.992889,32535,32535,0.001953
0.755402,24753,0.992849,32533,32534,0.687500
0.755432,24754,0.992809,32532,32532,0.373047
0.755463,24755,0.992769,32531,32531,0.058594
0.755493,24756,0.992729,32529,32530,0.744141
0.755524,24757,0.992689,32528,32528,0.431641
0.755554,24758,0.992649,32527,32527,0.117188
0.755585,24759,0.992609,32525,32526,0.802734
0.755615,24760,0.992569,32524,32524,0.490234
0.755646,24761,0.992529,32523,32523,0.175781
0.755676,24762,0.992489,32521,32522,0.863281
